Date,Adj Close,Close,High,Low,Open,Volume
2014-12-31,48.720131,48.724998,51.125,48.505001,50.505001,4878800
2015-01-02,48.320171,48.325001,50.064999,47.580002,49.424999,2542800
2015-01-05,46.14539,46.150002,47.799999,45.75,47.625,2646200
2015-01-06,44.31557100000001,44.32,46.584999,43.685001,46.314999,3507200
2015-01-07,46.020405,46.025002,46.32,44.860001,45.165001,2863900
2015-01-08,48.645142,48.650002,48.924999,47.049999,47.209999,3019500
2015-01-09,47.66024,47.665001,49.16,46.855,49.105,3776700
2015-01-12,46.195385,46.200001,48.110001,45.82,47.985001,3436100
2015-01-13,46.155388,46.16,48.990002,45.049999,47.505001,4160600
2015-01-14,45.445461,45.450001,46.064999,44.169998,44.695,4503100
2015-01-15,43.64064000000001,43.645,46.224998,43.455002,45.970001,4083600
2015-01-16,45.195484,45.200001,45.310001,43.215,43.43,2954100
2015-01-20,46.195385,46.200001,46.535,44.419998,45.959999,2941800
2015-01-21,46.905315,46.91,47.540001,45.32,45.779999,2781900
2015-01-22,49.515053,49.52,49.650002,46.240002,47.5,3388700
2015-01-23,49.84502,49.849998,50.294998,49.07,49.52,2958900
2015-01-26,49.735031,49.740002,49.950001,48.91,49.700001,2100100
2015-01-27,45.885414,45.889999,47.404999,45.32,47.375,4666400
2015-01-28,45.095493,45.099998,48.150002,45.07,47.994999,3936000
2015-01-29,46.400364,46.404999,46.630001,43.799999,44.945,3678300
2015-01-30,45.335472,45.34,47.325001,45.130001,46.244999,4546300
2015-02-02,46.525349,46.529999,46.599998,43.490002,45.584999,4142600
2015-02-03,47.795223,47.799999,47.915001,46.09,46.919998,3790500
2015-02-04,47.670238,47.674999,48.639999,46.91,47.200001,2596500
2015-02-05,48.935108,48.939999,49.005001,47.720001,48.014999,2090100
2015-02-06,48.0452,48.049999,49.474998,47.514999,49.150002,2569600
2015-02-09,47.515255,47.52,48.23,47.224998,47.474998,1995700
2015-02-10,49.790024,49.794998,49.974998,48.130001,48.395,2484500
2015-02-11,50.349968,50.355,50.66,49.669998,49.974998,2538600
2015-02-12,52.109795,52.115002,52.134998,51.084999,51.259998,3189600
2015-02-13,53.424664,53.43,53.439999,52.25,52.529999,2518700
2015-02-17,53.569649,53.575001,53.665001,53.035,53.419998,1723500
2015-02-18,53.799625,53.805,53.869999,53.150002,53.395,1466200
2015-02-19,54.609547,54.615002,54.695,53.650002,53.674999,1574800
2015-02-20,55.659439,55.665001,55.775002,53.970001,54.485001,1891100
2015-02-23,55.879417,55.884998,55.889999,55.235001,55.630001,1645300
2015-02-24,55.99440799999999,56.0,56.165001,55.134998,55.639999,2173000
2015-02-25,55.544449,55.549999,56.365002,55.185001,55.705002,2344800
2015-02-26,56.389366,56.395,56.465,55.25,55.709999,2423700
2015-02-27,55.64444399999999,55.650002,56.43,55.380001,56.330002,1849800
2015-03-02,57.144291,57.150002,57.195,55.924999,55.950001,1855100
2015-03-03,56.324375,56.330002,56.805,55.27,56.650002,2674800
2015-03-04,55.699436,55.705002,56.025002,54.764999,55.794998,2424400
2015-03-05,55.944412,55.950001,56.474998,55.299999,56.130001,1923900
2015-03-06,54.019604,54.025002,56.095001,53.645,55.790001,3119300
2015-03-09,54.539551,54.544998,54.93,53.724998,54.41,2359800
2015-03-10,51.519855,51.525002,53.375,51.5,53.345001,3983300
2015-03-11,50.614941,50.619999,51.904999,50.549999,51.665001,4649000
2015-03-12,51.584846,51.59,51.775002,50.384998,50.474998,2549800
2015-03-13,50.91991,50.924999,52.064999,49.959999,51.455002,4127400
2015-03-16,52.869717,52.875,52.900002,51.32,51.490002,2395000
2015-03-17,53.164688,53.169998,53.375,52.075001,52.419998,2023700
2015-03-18,54.694538,54.700001,55.41,51.875,52.715,3474700
2015-03-19,54.959511,54.965,55.375,54.625,54.889999,2320500
2015-03-20,56.099396,56.105,56.814999,55.985001,56.275002,2183600
2015-03-23,55.62944,55.634998,56.375,55.630001,55.93,2060200
2015-03-24,55.064499,55.07,56.419998,55.040001,55.625,1937100
2015-03-25,51.224998,51.224998,55.445,51.224998,55.355,3664300
2015-03-26,50.805,50.805,51.615002,49.505001,50.02,4095000
2015-03-27,51.294998,51.294998,51.709999,50.494999,50.705002,2042700
2015-03-30,53.139999,53.139999,53.240002,52.294998,52.330002,3150300
2015-03-31,51.494999,51.494999,52.994999,51.395,52.654999,2593900
2015-04-01,50.625,50.625,51.424999,49.625,51.424999,3647700
2015-04-02,50.709999,50.709999,51.200001,50.224998,50.724998,2303700
2015-04-06,51.93,51.93,52.369999,49.59,49.794998,3144700
2015-04-07,51.689999,51.689999,53.0,51.685001,51.865002,2389400
2015-04-08,52.919998,52.919998,53.125,51.709999,51.73,3523800
2015-04-09,53.904999,53.904999,53.945,52.294998,52.869999,2311000
2015-04-10,54.549999,54.549999,54.57,53.494999,53.895,2362200
2015-04-13,54.145,54.145,55.509998,53.955002,54.695,2400000
2015-04-14,53.68,53.68,54.43,52.764999,54.025002,3513300
2015-04-15,54.630001,54.630001,55.02,53.900002,54.139999,3973200
2015-04-16,54.439999,54.439999,54.73,54.005001,54.259998,1893500
2015-04-17,51.895,51.895,53.334999,51.209999,52.889999,3883900
2015-04-20,54.215,54.215,54.494999,52.610001,52.695,2959000
2015-04-21,54.91,54.91,55.439999,54.73,55.18,5307800
2015-04-22,55.799999,55.799999,56.075001,54.285,55.334999,2539900
2015-04-23,56.470001,56.470001,57.189999,55.215,55.27,2729200
2015-04-24,58.68,58.68,58.965,57.959999,58.209999,2967000
2015-04-27,58.305,58.305,59.715,57.915001,59.400002,3357500
2015-04-28,57.924999,57.924999,58.75,56.474998,58.419998,3578200
2015-04-29,56.82,56.82,57.970001,55.904999,56.955002,4040700
2015-04-30,54.150002,54.150002,56.575001,53.305,55.875,6420200
2015-05-01,56.34,56.34,56.389999,54.75,54.77,3958600
2015-05-04,56.540001,56.540001,57.615002,56.474998,56.805,2749400
2015-05-05,53.860001,53.860001,56.215,53.724998,55.904999,5847800
2015-05-06,52.709999,52.709999,54.549999,51.605,54.084999,4445800
2015-05-07,53.615002,53.615002,54.060001,52.52,52.654999,3512900
2015-05-08,55.580002,55.580002,55.974998,55.029999,55.279999,3716200
2015-05-11,54.970001,54.970001,56.080002,54.860001,55.735001,2896400
2015-05-12,54.259998,54.259998,55.055,52.755001,53.985001,3965300
2015-05-13,54.540001,54.540001,55.779999,54.314999,54.965,2760400
2015-05-14,56.955002,56.955002,57.07,55.279999,55.904999,3684000
2015-05-15,56.950001,56.950001,57.610001,56.52,57.404999,3052200
2015-05-18,57.650002,57.650002,58.005001,56.529999,56.669998,2300800
2015-05-19,57.485001,57.485001,58.119999,57.215,57.875,4107400
2015-05-20,57.580002,57.580002,58.615002,56.685001,57.615002,2318000
2015-05-21,58.485001,58.485001,58.705002,57.040001,57.299999,1921300
2015-05-22,58.325001,58.325001,58.935001,58.169998,58.285,1662000
2015-05-26,56.305,56.305,58.150002,55.610001,57.91,2926200
2015-05-27,59.014999,59.014999,59.189999,56.445,56.794998,2797700
2015-05-28,58.580002,58.580002,59.07,58.064999,58.654999,1888400
2015-05-29,57.59,57.59,58.735001,57.16,58.48,2207600
2015-06-01,58.095001,58.095001,58.595001,56.720001,58.494999,2857500
2015-06-02,57.564999,57.564999,58.424999,56.634998,57.485001,2736700
2015-06-03,58.07,58.07,58.740002,57.669998,58.384998,2438900
2015-06-04,56.805,56.805,58.209999,56.23,57.119999,3868800
2015-06-05,56.375,56.375,56.955002,55.334999,56.555,2887300
2015-06-08,54.650002,54.650002,56.400002,54.305,56.264999,2987100
2015-06-09,54.380001,54.380001,54.950001,53.134998,54.25,3187500
2015-06-10,56.535,56.535,57.060001,54.740002,54.91,3224300
2015-06-11,56.845001,56.845001,57.615002,56.535,57.139999,2439200
2015-06-12,55.400002,55.400002,56.275002,55.215,55.915001,2518700
2015-06-15,54.634998,54.634998,54.865002,53.240002,54.189999,4185100
2015-06-16,55.470001,55.470001,55.755001,54.349998,54.389999,2109700
2015-06-17,55.935001,55.935001,56.485001,54.875,55.775002,3508100
2015-06-18,58.299999,58.299999,58.66,56.369999,56.404999,3388100
2015-06-19,57.41,57.41,58.619999,57.41,58.465,1763100
2015-06-22,58.794998,58.794998,59.314999,58.404999,58.794998,2744100
2015-06-23,58.939999,58.939999,59.099998,58.195,59.0,2393900
2015-06-24,58.035,58.035,59.459999,57.98,58.715,1768800
2015-06-25,57.654999,57.654999,58.865002,57.384998,58.685001,1775100
2015-06-26,56.584999,56.584999,58.025002,55.880001,57.605,2748000
2015-06-29,52.584999,52.584999,55.599998,52.474998,54.59,5703000
2015-06-30,53.185001,53.185001,54.025002,52.595001,53.68,3683200
2015-07-01,54.275002,54.275002,54.970001,53.599998,54.625,2950500
2015-07-02,54.48,54.48,54.939999,53.884998,54.764999,2198400
2015-07-06,54.02,54.02,54.924999,53.0,53.355,2746000
2015-07-07,54.294998,54.294998,54.549999,51.205002,54.174999,5215200
2015-07-08,51.575001,51.575001,53.419998,51.259998,53.215,3851700
2015-07-09,51.424999,51.424999,53.709999,51.424999,53.654999,2609600
2015-07-10,53.814999,53.814999,54.400002,52.939999,53.400002,2567900
2015-07-13,56.564999,56.564999,56.779999,55.165001,55.174999,2184600
2015-07-14,57.700001,57.700001,58.205002,56.794998,56.884998,2129200
2015-07-15,57.974998,57.974998,58.599998,57.439999,58.029999,2482100
2015-07-16,60.240002,60.240002,60.400002,59.02,59.375,2910000
2015-07-17,62.994999,62.994999,63.0,61.544998,61.825001,2986000
2015-07-20,63.700001,63.700001,64.389999,62.869999,63.52,1997700
2015-07-21,63.525002,63.525002,64.055,63.02,63.799999,1821000
2015-07-22,61.439999,61.439999,62.325001,60.66,60.669998,2258100
2015-07-23,60.705002,60.705002,62.189999,60.25,61.619999,2016300
2015-07-24,58.98,58.98,61.794998,58.689999,61.654999,2218200
2015-07-27,57.465,57.465,58.695,57.099998,57.93,2513000
2015-07-28,58.98,58.98,59.305,56.865002,58.285,3241600
2015-07-29,59.639999,59.639999,60.014999,58.66,59.325001,2536200
2015-07-30,60.470001,60.470001,60.759998,58.150002,59.215,2855100
2015-07-31,60.285,60.285,61.125,59.869999,61.025002,2271600
2015-08-03,59.73,59.73,60.779999,58.5,60.32,3077800
2015-08-04,59.345001,59.345001,59.91,58.59,59.560001,2944800
2015-08-05,60.735001,60.735001,61.889999,60.134998,60.330002,2654400
2015-08-06,57.82,57.82,61.119999,56.985001,60.855,3652000
2015-08-07,57.59,57.59,57.985001,56.139999,57.375,3337000
2015-08-10,59.535,59.535,59.919998,58.674999,58.674999,2787600
2015-08-11,57.264999,57.264999,59.285,56.290001,58.575001,3600700
2015-08-12,57.77,57.77,58.185001,54.244999,56.110001,9347800
2015-08-13,57.509998,57.509998,58.825001,57.18,58.0,2930400
2015-08-14,57.82,57.82,58.049999,56.810001,57.125,3035900
2015-08-17,59.240002,59.240002,59.285,56.950001,57.375,2611600
2015-08-18,58.294998,58.294998,59.150002,58.110001,58.904999,2270800
2015-08-19,57.200001,57.200001,58.720001,56.18,57.75,4906600
2015-08-20,52.490002,52.490002,56.134998,52.404999,55.599998,6250400
2015-08-21,45.959999,45.959999,51.525002,45.959999,50.25,7922700
2015-08-24,40.514999,40.514999,45.740002,32.650002,37.525002,8181600
2015-08-25,39.98,39.98,45.564999,39.799999,44.75,6034700
2015-08-26,45.75,45.75,46.084999,40.834999,43.395,5937900
2015-08-27,49.325001,49.325001,49.424999,46.165001,47.900002,10124000
2015-08-28,49.285,49.285,49.799999,48.220001,48.540001,4460300
2015-08-31,47.455002,47.455002,49.275002,47.099998,48.474998,4292800
2015-09-01,43.150002,43.150002,46.064999,42.415001,43.889999,13077600
2015-09-02,46.66,46.66,46.66,43.845001,45.34,7511600
2015-09-03,45.889999,45.889999,48.139999,45.560001,47.23,4650500
2015-09-04,44.355,44.355,45.220001,43.544998,44.049999,5825900
2015-09-08,48.119999,48.119999,48.224998,46.314999,46.869999,4694800
2015-09-09,46.445,46.445,49.794998,46.060001,49.77,5803800
2015-09-10,47.93,47.93,48.865002,46.09,46.255001,10298400
2015-09-11,48.705002,48.705002,48.705002,46.875,47.290001,7905000
2015-09-14,48.27,48.27,49.264999,47.740002,49.25,3680500
2015-09-15,49.955002,49.955002,50.445,48.099998,48.630001,3168700
2015-09-16,50.790001,50.790001,50.974998,49.5,50.055,2925300
2015-09-17,50.93,50.93,53.174999,50.25,50.735001,5049200
2015-09-18,48.775002,48.775002,50.509998,48.485001,48.595001,5664400
2015-09-21,49.189999,49.189999,50.380001,47.875,49.52,4173200
2015-09-22,47.02,47.02,47.450001,45.639999,46.915001,5912400
2015-09-23,47.095001,47.095001,47.720001,46.349998,47.349998,4661700
2015-09-24,46.549999,46.549999,47.09,44.5,45.705002,6121600
2015-09-25,45.419998,45.419998,48.195,44.514999,48.130001,5913000
2015-09-28,41.505001,41.505001,44.869999,41.105,44.790001,7501200
2015-09-29,40.889999,40.889999,43.075001,39.959999,41.805,7619800
2015-09-30,43.595001,43.595001,43.799999,42.099998,42.59,6933900
2015-10-01,44.205002,44.205002,44.235001,42.139999,43.869999,9136000
2015-10-02,46.5,46.5,46.555,42.0,42.43,13225200
2015-10-05,48.619999,48.619999,48.919998,47.279999,47.584999,8673000
2015-10-06,47.924999,47.924999,48.689999,46.715,48.264999,9588400
2015-10-07,48.695,48.695,49.035,46.880001,48.779999,10546200
2015-10-08,49.290001,49.290001,49.549999,46.755001,48.174999,12161400
2015-10-09,49.889999,49.889999,50.25,48.965,49.355,7301000
2015-10-12,50.310001,50.310001,50.605,49.715,50.27,6355800
2015-10-13,49.325001,49.325001,50.985001,49.200001,49.450001,8873600
2015-10-14,49.115002,49.115002,50.084999,48.48,49.34,7638800
2015-10-15,51.514999,51.514999,51.525002,49.455002,49.645,8940400
2015-10-16,52.154999,52.154999,52.25,51.099998,51.855,5526800
2015-10-19,53.09,53.09,53.174999,51.625,51.915001,6817600
2015-10-20,52.209999,52.209999,53.125,51.709999,52.77,6052200
2015-10-21,51.369999,51.369999,53.18,51.220001,53.029999,7354000
2015-10-22,54.415001,54.415001,54.544998,52.215,52.654999,5411500
2015-10-23,58.939999,58.939999,59.654999,57.924999,58.805,4251200
2015-10-26,59.115002,59.115002,59.439999,58.200001,58.865002,2497700
2015-10-27,59.5,59.5,59.709999,58.584999,58.634998,2176300
2015-10-28,60.880001,60.880001,60.919998,58.294998,59.77,4353300
2015-10-29,60.654999,60.654999,60.950001,59.915001,60.09,2070000
2015-10-30,59.825001,59.825001,61.049999,59.82,60.735001,5003000
2015-11-02,61.865002,61.865002,62.064999,59.935001,60.27,4608400
2015-11-03,62.455002,62.455002,63.169998,61.200001,61.485001,2575500
2015-11-04,62.455002,62.455002,62.455002,62.455002,62.455002,0
2015-11-05,61.93,61.93,63.130001,61.029999,62.669998,5927200
2015-11-06,62.134998,62.134998,62.334999,60.445,61.669998,5677000
2015-11-09,60.134998,60.134998,61.665001,58.990002,61.415001,6304800
2015-11-10,59.709999,59.709999,59.834999,58.650002,59.174999,4113400
2015-11-11,59.445,59.445,61.025002,59.150002,60.165001,4201200
2015-11-12,57.720001,57.720001,59.575001,57.59,58.68,5747000
2015-11-13,54.325001,54.325001,57.165001,54.23,56.994999,8237400
2015-11-16,56.59,56.59,56.674999,53.764999,54.145,7731000
2015-11-17,56.785,56.785,57.98,56.325001,56.935001,9225600
2015-11-18,60.040001,60.040001,60.200001,57.275002,57.424999,8178200
2015-11-19,60.130001,60.130001,60.970001,59.82,60.139999,4331600
2015-11-20,61.325001,61.325001,61.5,60.82,60.970001,4249800
2015-11-23,60.830002,60.830002,62.099998,60.055,61.400002,4703200
2015-11-24,60.639999,60.639999,61.095001,58.715,59.650002,5520600
2015-11-25,60.775002,60.775002,61.16,60.450001,60.875,2332400
2015-11-27,60.994999,60.994999,61.439999,60.450001,61.209999,1133600
2015-11-30,60.610001,60.610001,61.615002,60.009998,61.605,3886400
2015-12-01,62.41,62.41,62.41,61.095001,61.290001,4876800
2015-12-02,61.275002,61.275002,63.369999,60.955002,62.529999,5087200
2015-12-03,58.150002,58.150002,62.035,57.080002,61.759998,9413000
2015-12-04,62.145,62.145,62.5,58.299999,58.645,7220400
2015-12-07,61.384998,61.384998,62.445,60.474998,62.330002,5768800
2015-12-08,61.389999,61.389999,61.955002,59.365002,59.439999,6775000
2015-12-09,58.529999,58.529999,61.560001,57.485001,60.52,12072200
2015-12-10,59.360001,59.360001,60.52,58.439999,58.955002,6773800
2015-12-11,55.290001,55.290001,57.764999,55.16,57.305,6143200
2015-12-14,56.529999,56.529999,56.580002,53.139999,55.529999,4823200
2015-12-15,57.490002,57.490002,58.994999,57.330002,57.98,7981600
2015-12-16,60.029999,60.029999,60.384998,56.950001,58.705002,8188000
2015-12-17,57.529999,57.529999,60.880001,57.455002,60.830002,7896400
2015-12-18,54.369999,54.369999,57.314999,54.25,56.91,4269900
2015-12-21,55.985001,55.985001,55.990002,54.494999,55.715,2667900
2015-12-22,57.044998,57.044998,57.294998,55.965,56.860001,2783700
2015-12-23,58.349998,58.349998,58.439999,57.625,57.939999,2289500
2015-12-24,58.23,58.23,58.77,58.200001,58.299999,1010800
2015-12-28,58.215,58.215,58.215,56.595001,57.82,2130900
2015-12-29,60.869999,60.869999,61.310001,59.105,59.224998,6054400
2015-12-30,59.314999,59.314999,60.834999,59.27,60.759998,1866500
2015-12-31,57.115002,57.115002,58.985001,57.049999,58.669998,3664700
2016-01-04,53.625,53.625,53.625,51.369999,53.310001,5538900
2016-01-05,53.145,53.145,54.465,52.419998,54.25,2756800
2016-01-06,51.720001,51.720001,52.525002,50.419998,50.490002,5078900
2016-01-07,46.799999,46.799999,50.25,46.73,48.349998,7090600
2016-01-08,45.695,45.695,48.685001,45.485001,47.814999,6912900
2016-01-11,46.095001,46.095001,47.014999,43.950001,46.645,6969800
2016-01-12,47.650002,47.650002,48.365002,45.700001,47.334999,13230000
2016-01-13,42.665001,42.665001,48.560001,42.5,48.224998,17225000
2016-01-14,45.424999,45.424999,46.575001,41.150002,43.205002,15142400
2016-01-15,41.25,41.25,42.650002,39.465,40.889999,11764900
2016-01-19,41.424999,41.424999,43.060001,40.005001,42.865002,5400600
2016-01-20,41.049999,41.049999,42.389999,36.77,39.48,11556200
2016-01-21,41.200001,41.200001,43.005001,39.93,41.564999,7044000
2016-01-22,44.75,44.75,44.82,43.255001,43.625,5976700
2016-01-25,42.735001,42.735001,45.044998,42.650002,44.349998,5772600
2016-01-26,43.955002,43.955002,44.474998,42.189999,43.299999,5007700
2016-01-27,40.685001,40.685001,43.705002,40.099998,43.154999,14929800
2016-01-28,42.290001,42.290001,42.700001,40.255001,42.595001,13148800
2016-01-29,45.044998,45.044998,45.044998,42.275002,42.384998,5369100
2016-02-01,45.299999,45.299999,45.869999,43.825001,44.310001,4755000
2016-02-02,42.424999,42.424999,44.764999,42.009998,44.764999,5351400
2016-02-03,41.825001,41.825001,43.235001,39.57,43.224998,9818800
2016-02-04,41.75,41.75,42.775002,40.325001,41.41,5900300
2016-02-05,37.455002,37.455002,41.389999,36.990002,41.349998,8953700
2016-02-08,35.744999,35.744999,36.189999,33.669998,35.36500200000001,10728400
2016-02-09,35.330002,35.330002,36.994999,34.110001000000004,34.27,9558100
2016-02-10,35.75,35.75,37.959999,35.695,36.625,15647000
2016-02-11,35.66500100000001,35.66500100000001,36.455002,34.09,34.400002,19878200
2016-02-12,37.185001,37.185001,37.34,35.810001,36.779999,6592300
2016-02-16,39.66,39.66,39.66,38.185001,38.91,6235700
2016-02-17,42.400002,42.400002,42.615002,40.299999,40.665001,7609000
2016-02-18,40.959999,40.959999,42.865002,40.825001,42.849998,5372900
2016-02-19,41.384998,41.384998,41.73,40.110001,40.494999,4977800
2016-02-22,43.34,43.34,43.485001,42.389999,42.509998,5172200
2016-02-23,41.18,41.18,42.945,41.139999,42.575001,5579700
2016-02-24,42.404999,42.404999,42.549999,39.02,39.785,7303300
2016-02-25,43.575001,43.575001,43.625,41.525002,42.685001,5387500
2016-02-26,43.474998,43.474998,44.674999,43.18,44.57,5178700
